#,name,type1,type2,total,hp,attack,defence,sp atk,sp def,speed,generation,legendary,strong against,weak against,other,evol level,evol cond,shape,color,height,weight
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,55,during rain,NA,#F8D030,18,440
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A,NA,#705898,12,130
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,"Fairy, Ice, Rock, Dark, Dragon, Fighting","Fight, Fire, Ground, Poison, Steel","Immune to Poison, Immune to Dragon",#N/A,#N/A,NA,#705848,12,490
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#7038F8,19,950
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#C03028,13,575
710,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#78C850,27,1850
710,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#EE99AC,2,9
710,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#7038F8,18,520
710,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#7038F8,23,700
711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#6890F0,190,1020
711,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#78C850,190,552
711,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#705848,50,1610
711,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,NA,#7038F8,150,206
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,37,None,NA,#F85888,160,564
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,NA,#A8A878,150,320
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,"Bug, Fighting, Grass, Dragon","Electric, Ice, Rock, Dragon, Fairy, Ice","Immune to Ground, Not Effective Against Fairy",48,None,NA,#6890F0,250,1303
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,"Bug, Fighting, Grass, Dragon","Electric, Ice, Rock, Dragon, Fairy, Ice","Immune to Ground, Not Effective Against Fairy",#N/A,#N/A,NA,#6890F0,200,1200
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,#B8B8D0,1050,7400
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A,NA,#A8A878,220,505
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,NA,#98D8D8,210,3502
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A,NA,#B8A038,110,278
719,DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A,NA,#B8B8D0,250,9429
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,"Fight, Poison, Ghost, Psychic","Bug, Dark, Ghost, Dark, Ghost","Not Effective Against Dark, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,NA,#6890F0,980,4300
720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,"Fight, Poison, Ghost, Psychic","Bug, Dark, Ghost, Bug, Fairy, Fight","Not Effective Against Dark, Immunce to Psychic",#N/A,#N/A,NA,#E0C068,500,9997
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE,"Bug, Grass, Ice, Steel, Fire, Ground, Rock","Ground, Rock, Water, Electric, Grass","nan, nan",#N/A,#N/A,NA,#7038F8,1080,3920
